ENSG00000186092.6	OR4F5
ENSG00000122420.10	PTGFR
ENSG00000137959.16	IFI44L
ENSG00000137965.11	IFI44
ENSG00000162618.15	ADGRL4
ENSG00000117114.19	ADGRL2
ENSG00000137941.17	TTLL7
ENSG00000142875.19	PRKACB
ENSG00000203943.8	SAMD13
ENSG00000137976.7	DNASE2B
ENSG00000117133.11	RPF1
ENSG00000174021.11	GNG5
ENSG00000122432.17	SPATA1
ENSG00000117151.13	CTBS
ENSG00000117155.16	SSX2IP
ENSG00000171517.6	LPAR3
ENSG00000153898.13	MCOLN2
ENSG00000162643.13	WDR63
ENSG00000055732.13	MCOLN3
ENSG00000097096.9	SYDE2
ENSG00000162642.14	C1orf52
ENSG00000142867.14	BCL10
ENSG00000153904.20	DDAH1
ENSG00000142871.17	CCN1
ENSG00000117174.11	ZNHIT6
ENSG00000171502.15	COL24A1
ENSG00000122417.15	ODF2L
ENSG00000137975.8	CLCA2
ENSG00000016490.15	CLCA1
ENSG00000016602.9	CLCA4
ENSG00000097033.14	SH3GLB1
ENSG00000183291.17	SELENOF
ENSG00000153936.17	HS2ST1
ENSG00000267561.2	AC093155.3
ENSG00000143013.13	LMO4
ENSG00000065243.20	PKN2
ENSG00000137947.12	GTF2B
ENSG00000137944.18	KYAT3
ENSG00000213516.10	RBMXL1
ENSG00000117226.12	GBP3
ENSG00000117228.10	GBP1
ENSG00000162645.13	GBP2
ENSG00000213512.3	GBP7
ENSG00000162654.9	GBP4
ENSG00000154451.14	GBP5
ENSG00000183347.14	GBP6
ENSG00000197147.13	LRRC8B
ENSG00000171488.15	LRRC8C
ENSG00000271949.1	AC093423.3
ENSG00000171492.14	LRRC8D
ENSG00000162664.17	ZNF326
ENSG00000143032.8	BARHL2
ENSG00000122482.21	ZNF644
ENSG00000162669.16	HFM1
ENSG00000097046.13	CDC7
ENSG00000069702.11	TGFBR3
ENSG00000137948.18	BRDT
ENSG00000172031.7	EPHX4
ENSG00000230667.5	SETSIP
ENSG00000189195.13	BTBD8
ENSG00000203910.9	C1orf146
ENSG00000174842.17	GLMN
ENSG00000122484.9	RPAP2
ENSG00000162676.12	GFI1
ENSG00000067208.14	EVI5
ENSG00000122406.14	RPL5
ENSG00000154511.12	DIPK1A
ENSG00000143033.18	MTF2
ENSG00000117500.13	TMED5
ENSG00000122483.17	CCDC18
ENSG00000117505.13	DR1
ENSG00000137942.16	FNBP1L
ENSG00000137936.18	BCAR3
ENSG00000067334.14	DNTTIP2
ENSG00000023909.10	GCLM
ENSG00000198691.13	ABCA4
ENSG00000137962.13	ARHGAP29
ENSG00000117528.13	ABCD3
ENSG00000117525.14	F3
ENSG00000143036.17	SLC44A3
ENSG00000117519.16	CNN3
ENSG00000172339.10	ALG14
ENSG00000152078.10	TMEM56
ENSG00000271092.5	TMEM56-RWDD3
ENSG00000122481.17	RWDD3
ENSG00000117569.18	PTBP2
ENSG00000188641.13	DPYD
ENSG00000162627.17	SNX7
ENSG00000117598.12	PLPPR5
ENSG00000117600.12	PLPPR4
ENSG00000099260.11	PALMD
ENSG00000156869.13	FRRS1
ENSG00000162688.17	AGL
ENSG00000117620.15	SLC35A3
ENSG00000283761.1	AC118553.2
ENSG00000156875.14	MFSD14A
ENSG00000156876.10	SASS6
ENSG00000122435.10	TRMT13
ENSG00000122477.12	LRRC39
ENSG00000137992.14	DBT
ENSG00000137996.12	RTCA
ENSG00000079335.20	CDC14A
ENSG00000181656.7	GPR88
ENSG00000162692.12	VCAM1
ENSG00000162694.14	EXTL2
ENSG00000162695.12	SLC30A7
ENSG00000117543.21	DPH5
ENSG00000170989.9	S1PR1
ENSG00000118733.16	OLFM3
ENSG00000060718.22	COL11A1
ENSG00000185946.16	RNPC3
ENSG00000240038.6	AMY2B
ENSG00000243480.7	AMY2A
ENSG00000237763.9	AMY1A
ENSG00000174876.16	AMY1B
ENSG00000187733.6	AMY1C
ENSG00000198890.8	PRMT6
ENSG00000162631.18	NTNG1
ENSG00000134215.16	VAV3
ENSG00000085491.17	SLC25A24
ENSG00000196427.13	NBPF4
ENSG00000186086.18	NBPF6
ENSG00000162636.16	FAM102B
ENSG00000162639.16	HENMT1
ENSG00000134186.12	PRPF38B
ENSG00000143107.9	FNDC7
ENSG00000116266.11	STXBP3
ENSG00000162641.20	AKNAD1
ENSG00000121957.14	GPSM2
ENSG00000121940.15	CLCC1
ENSG00000085433.15	WDR47
ENSG00000197780.9	TAF13
ENSG00000215717.6	TMEM167B
ENSG00000179902.12	C1orf194
ENSG00000116299.17	KIAA1324
ENSG00000031698.13	SARS
ENSG00000143126.8	CELSR2
ENSG00000134222.16	PSRC1
ENSG00000221986.7	MYBPHL
ENSG00000134243.12	SORT1
ENSG00000143106.13	PSMA5
ENSG00000143028.9	SYPL2
ENSG00000162650.16	ATXN7L2
ENSG00000174151.14	CYB561D1
ENSG00000181754.7	AMIGO1
ENSG00000156097.12	GPR61
ENSG00000065135.11	GNAI3
ENSG00000134183.11	GNAT2
ENSG00000116337.17	AMPD2
ENSG00000168765.17	GSTM4
ENSG00000213366.13	GSTM2
ENSG00000134184.12	GSTM1
ENSG00000134201.12	GSTM5
ENSG00000134202.10	GSTM3
ENSG00000198758.10	EPS8L3
ENSG00000184371.14	CSF1
ENSG00000168710.18	AHCYL1
ENSG00000143093.15	STRIP1
ENSG00000156150.9	ALX3
ENSG00000186150.4	UBL4B
ENSG00000197106.7	SLC6A17
ENSG00000116396.14	KCNC4
ENSG00000162775.16	RBM15
ENSG00000168679.18	SLC16A4
ENSG00000134248.13	LAMTOR5
ENSG00000143125.6	PROK1
ENSG00000143105.7	KCNA10
ENSG00000177301.15	KCNA2
ENSG00000177272.9	KCNA3
ENSG00000143119.14	CD53
ENSG00000121931.16	LRIF1
ENSG00000156171.14	DRAM2
ENSG00000134255.14	CEPT1
ENSG00000162777.17	DENND2D
ENSG00000064886.14	CHI3L2
ENSG00000134216.19	CHIA
ENSG00000173947.14	PIFO
ENSG00000085465.12	OVGP1
ENSG00000116455.14	WDR77
ENSG00000116459.11	ATP5PB
ENSG00000143110.11	C1orf162
ENSG00000121933.19	TMIGD3
ENSG00000282608.1	ADORA3
ENSG00000116473.14	RAP1A
ENSG00000197852.12	INKA2
ENSG00000064703.12	DDX20
ENSG00000171385.9	KCND3
ENSG00000143079.15	CTTNBP2NL
ENSG00000134245.18	WNT2B
ENSG00000007341.19	ST7L
ENSG00000116489.13	CAPZA1
ENSG00000155363.18	MOV10
ENSG00000155366.16	RHOC
ENSG00000271810.5	AL603832.3
ENSG00000155367.15	PPM1J
ENSG00000184599.13	TAFA3
ENSG00000155380.11	SLC16A1
ENSG00000198799.12	LRIG2
ENSG00000081026.19	MAGI3
ENSG00000116793.16	PHTF1
ENSG00000081019.13	RSBN1
ENSG00000134242.16	PTPN22
ENSG00000188761.13	BCL2L15
ENSG00000134262.13	AP4B1
ENSG00000118655.7	DCLRE1B
ENSG00000163349.22	HIPK1
ENSG00000116774.12	OLFML3
ENSG00000134207.16	SYT6
ENSG00000197323.12	TRIM33
ENSG00000116752.6	BCAS2
ENSG00000175984.15	DENND2C
ENSG00000116748.21	AMPD1
ENSG00000213281.5	NRAS
ENSG00000009307.16	CSDE1
ENSG00000052723.11	SIKE1
ENSG00000198765.12	SYCP1
ENSG00000134200.3	TSHB
ENSG00000134198.10	TSPAN2
ENSG00000134259.3	NGF
ENSG00000173218.15	VANGL1
ENSG00000118729.11	CASQ2
ENSG00000177551.5	NHLH2
ENSG00000163393.13	SLC22A15
ENSG00000173212.4	MAB21L3
ENSG00000163399.16	ATP1A1
ENSG00000116815.16	CD58
ENSG00000143061.17	IGSF3
ENSG00000116824.5	CD2
ENSG00000134247.10	PTGFRN
ENSG00000134256.12	CD101
ENSG00000116830.12	TTF2
ENSG00000134253.10	TRIM45
ENSG00000134258.17	VTCN1
ENSG00000198162.12	MAN1A2
ENSG00000183508.5	TENT5C
ENSG00000196505.11	GDAP2
ENSG00000065183.16	WDR3
ENSG00000155761.13	SPAG17
ENSG00000092607.15	TBX15
ENSG00000116874.11	WARS2
ENSG00000116882.14	HAO2
ENSG00000203859.10	HSD3B2
ENSG00000203857.10	HSD3B1
ENSG00000143067.5	ZNF697
ENSG00000092621.12	PHGDH
ENSG00000134240.11	HMGCS2
ENSG00000134193.15	REG4
ENSG00000134249.6	ADAM30
ENSG00000134250.20	NOTCH2
ENSG00000265808.3	SEC22B
ENSG00000286106.1	AC253572.1
ENSG00000273136.7	NBPF26
ENSG00000263353.3	PPIAL4A
ENSG00000198019.12	FCGR1B
ENSG00000188610.12	FAM72B
ENSG00000171943.11	SRGAP2C
ENSG00000273213.3	HIST2H3PS2
ENSG00000263513.5	FAM72C
ENSG00000271567.1	PPIAL4E
ENSG00000266338.6	NBPF15
ENSG00000279782.1	PPIAL4F
ENSG00000196369.11	SRGAP2B
ENSG00000215784.6	FAM72D
ENSG00000256374.2	PPIAL4D
ENSG00000162825.16	NBPF20
ENSG00000117262.19	GPR89A
ENSG00000174827.13	PDZK1
ENSG00000117281.15	CD160
ENSG00000265491.5	RNF115
ENSG00000186141.9	POLR3C
ENSG00000186364.12	NUDT17
ENSG00000131788.16	PIAS3
ENSG00000198483.13	ANKRD35
ENSG00000143127.13	ITGA10
ENSG00000131779.11	PEX11B
ENSG00000265241.6	RBM8A
ENSG00000280778.1	AC243547.3
ENSG00000271601.4	LIX1L
ENSG00000272031.3	ANKRD34A
ENSG00000121851.13	POLR3GL
ENSG00000265972.5	TXNIP
ENSG00000168509.20	HJV
ENSG00000271425.8	NBPF10
ENSG00000264343.6	NOTCH2NLA
ENSG00000270339.3	PPIAL4H
ENSG00000268043.7	NBPF12
ENSG00000131791.8	PRKAB2
ENSG00000131781.13	FMO5
ENSG00000131778.19	CHD1L
ENSG00000116128.11	BCL9
ENSG00000162836.12	ACP6
ENSG00000265107.3	GJA5
ENSG00000121634.5	GJA8
ENSG00000188092.14	GPR89B
ENSG00000263956.6	NBPF11
ENSG00000236334.2	PPIAL4G
ENSG00000270629.6	NBPF14
ENSG00000286019.1	AC239811.1
ENSG00000177144.7	NUDT4B
ENSG00000178104.19	PDE4DIP
ENSG00000269713.7	NBPF9
ENSG00000286219.1	AC242843.1
ENSG00000286185.1	AC242842.3
ENSG00000271383.7	NBPF19
ENSG00000263464.2	PPIAL4C
ENSG00000150337.13	FCGR1A
ENSG00000203814.6	HIST2H2BF
ENSG00000183598.3	HIST2H3D
ENSG00000270882.2	HIST2H4A
ENSG00000203811.1	HIST2H3C
ENSG00000203812.2	HIST2H2AA3
ENSG00000272196.2	HIST2H2AA4
ENSG00000203852.3	HIST2H3A
ENSG00000270276.2	HIST2H4B
ENSG00000184678.10	HIST2H2BE
ENSG00000184260.5	HIST2H2AC
ENSG00000184270.5	HIST2H2AB
ENSG00000178096.9	BOLA1
ENSG00000159164.10	SV2A
ENSG00000143368.10	SF3B4
ENSG00000014914.21	MTMR11
ENSG00000264522.6	OTUD7B
ENSG00000136631.15	VPS45
ENSG00000023902.14	PLEKHO1
ENSG00000143401.15	ANP32E
ENSG00000118298.12	CA14
ENSG00000117362.13	APH1A
ENSG00000118292.9	C1orf54
ENSG00000159208.16	CIART
ENSG00000266472.5	MRPS21
ENSG00000117360.13	PRPF3
ENSG00000163125.15	RPRD2
ENSG00000143374.17	TARS2
ENSG00000143369.15	ECM1
ENSG00000143382.14	ADAMTSL4
ENSG00000143384.13	MCL1
ENSG00000143420.18	ENSA
ENSG00000143457.11	GOLPH3L
ENSG00000143452.16	HORMAD1
ENSG00000163131.11	CTSS
ENSG00000143387.13	CTSK
ENSG00000143437.21	ARNT
ENSG00000283324.1	CTXND2
ENSG00000143379.12	SETDB1
ENSG00000143418.19	CERS2
ENSG00000143412.10	ANXA9
ENSG00000143409.15	MINDY1
ENSG00000143363.17	PRUNE1
ENSG00000163141.19	BNIPL
ENSG00000143443.9	C1orf56
ENSG00000197622.13	CDC42SE1
ENSG00000213190.3	MLLT11
ENSG00000143458.12	GABPB2
ENSG00000143434.15	SEMA6C
ENSG00000163154.6	TNFAIP8L2
ENSG00000163156.11	SCNM1
ENSG00000163155.12	LYSMD1
ENSG00000163157.15	TMOD4
ENSG00000163159.12	VPS72
ENSG00000143398.20	PIP5K1A
ENSG00000159352.15	PSMD4
ENSG00000143373.18	ZNF687
ENSG00000143393.16	PI4KB
ENSG00000143390.17	RFX5
ENSG00000143416.21	SELENBP1
ENSG00000159377.11	PSMB4
ENSG00000143442.22	POGZ
ENSG00000143375.15	CGN
ENSG00000143367.16	TUFT1
ENSG00000143376.14	SNX27
ENSG00000159409.14	CELF3
ENSG00000178796.12	RIIAD1
ENSG00000143436.11	MRPL9
ENSG00000143450.16	OAZ3
ENSG00000182134.16	TDRKH
ENSG00000213171.2	LINGO4
ENSG00000143365.19	RORC
ENSG00000225556.1	C2CD4D
ENSG00000196407.12	THEM5
ENSG00000159445.13	THEM4
ENSG00000197747.9	S100A10
ENSG00000163191.6	S100A11
ENSG00000182898.4	TCHHL1
ENSG00000159450.12	TCHH
ENSG00000215853.3	RPTN
ENSG00000197915.6	HRNR
ENSG00000143631.10	FLG
ENSG00000143520.6	FLG2
ENSG00000143536.7	CRNN
ENSG00000186207.5	LCE5A
ENSG00000169509.6	CRCT1
ENSG00000185966.3	LCE3E
ENSG00000163202.5	LCE3D
ENSG00000244057.4	LCE3C
ENSG00000187238.5	LCE3B
ENSG00000185962.1	LCE3A
ENSG00000187223.3	LCE2D
ENSG00000187180.3	LCE2C
ENSG00000159455.8	LCE2B
ENSG00000187173.4	LCE2A
ENSG00000187170.4	LCE4A
ENSG00000198854.5	C1orf68
ENSG00000203786.6	KPRP
ENSG00000240386.3	LCE1F
ENSG00000186226.9	LCE1E
ENSG00000172155.9	LCE1D
ENSG00000197084.5	LCE1C
ENSG00000196734.8	LCE1B
ENSG00000186844.5	LCE1A
ENSG00000235942.2	LCE6A
ENSG00000285946.1	AL162596.1
ENSG00000163206.6	SMCP
ENSG00000163207.7	IVL
ENSG00000283227.1	SPRR5
ENSG00000184148.4	SPRR4
ENSG00000169474.4	SPRR1A
ENSG00000163209.15	SPRR3
ENSG00000169469.9	SPRR1B
ENSG00000163216.7	SPRR2D
ENSG00000241794.2	SPRR2A
ENSG00000196805.7	SPRR2B
ENSG00000203785.9	SPRR2E
ENSG00000244094.2	SPRR2F
ENSG00000159516.9	SPRR2G
ENSG00000203784.3	LELP1
ENSG00000203783.5	PRR9
ENSG00000203782.6	LOR
ENSG00000159527.3	PGLYRP3
ENSG00000163218.15	PGLYRP4
ENSG00000163220.11	S100A9
ENSG00000163221.9	S100A12
ENSG00000143546.10	S100A8
ENSG00000184330.12	S100A7A
ENSG00000197364.7	S100A7L2
ENSG00000143556.9	S100A7
ENSG00000197956.10	S100A6
ENSG00000196420.7	S100A5
ENSG00000196154.12	S100A4
ENSG00000188015.10	S100A3
ENSG00000196754.11	S100A2
ENSG00000188643.11	S100A16
ENSG00000189334.9	S100A14
ENSG00000189171.14	S100A13
ENSG00000160678.11	S100A1
ENSG00000160679.13	CHTOP
ENSG00000143553.10	SNAPIN
ENSG00000143621.17	ILF2
ENSG00000169418.10	NPR1
ENSG00000143624.14	INTS3
ENSG00000143554.14	SLC27A3
ENSG00000143614.10	GATAD2B
ENSG00000198837.10	DENND4B
ENSG00000160741.17	CRTC2
ENSG00000143570.18	SLC39A1
ENSG00000285779.1	AL358472.7
ENSG00000143578.16	CREB3L4
ENSG00000143543.15	JTB
ENSG00000285641.1	AL358472.6
ENSG00000143545.8	RAB13
ENSG00000177954.14	RPS27
ENSG00000143552.9	NUP210L
ENSG00000143549.21	TPM3
ENSG00000163263.7	C1orf189
ENSG00000143612.20	C1orf43
ENSG00000143569.19	UBAP2L
ENSG00000143575.14	HAX1
ENSG00000143595.13	AQP10
ENSG00000143515.17	ATP8B2
ENSG00000160712.13	IL6R
ENSG00000169291.10	SHE
ENSG00000163239.12	TDRD10
ENSG00000160714.10	UBE2Q1
ENSG00000160716.5	CHRNB2
ENSG00000160710.17	ADAR
ENSG00000143603.19	KCNN3
ENSG00000163344.6	PMVK
ENSG00000163346.17	PBXIP1
ENSG00000163348.4	PYGO2
ENSG00000160691.18	SHC1
ENSG00000173207.13	CKS1B
ENSG00000160688.19	FLAD1
ENSG00000163352.5	LENEP
ENSG00000160685.13	ZBTB7B
ENSG00000163354.15	DCST2
ENSG00000163357.10	DCST1
ENSG00000143537.13	ADAM15
ENSG00000243364.8	EFNA4
ENSG00000251246.1	AL691442.1
ENSG00000143590.14	EFNA3
ENSG00000169242.12	EFNA1
ENSG00000169241.19	SLC50A1
ENSG00000179085.7	DPM3
ENSG00000163463.11	KRTCAP2
ENSG00000273088.2	AL713999.1
ENSG00000163462.18	TRIM46
ENSG00000185499.16	MUC1
ENSG00000169231.13	THBS3
ENSG00000173171.14	MTX1
ENSG00000177628.16	GBA
ENSG00000160767.21	FAM189B
ENSG00000116521.11	SCAMP3
ENSG00000176444.19	CLK2
ENSG00000143630.10	HCN3
ENSG00000143627.19	PKLR
ENSG00000160752.14	FDPS
ENSG00000160753.16	RUSC1
ENSG00000116539.13	ASH1L
ENSG00000125459.15	MSTO1
ENSG00000163374.19	YY1AP1
ENSG00000132676.16	DAP3
ENSG00000116580.18	GON4L
ENSG00000132718.9	SYT11
ENSG00000143622.11	RIT1
ENSG00000132680.11	KHDC4
ENSG00000173080.5	RXFP4
ENSG00000116584.18	ARHGEF2
ENSG00000163479.14	SSR2
ENSG00000160803.8	UBQLN4
ENSG00000116586.11	LAMTOR2
ENSG00000132698.15	RAB25
ENSG00000254726.3	MEX3A
ENSG00000160789.20	LMNA
ENSG00000196189.13	SEMA4A
ENSG00000160785.13	SLC25A44
ENSG00000260238.6	PMF1-BGLAP
ENSG00000160783.19	PMF1
ENSG00000242252.2	BGLAP
ENSG00000160781.17	PAQR6
ENSG00000198952.8	SMG5
ENSG00000163472.19	TMEM79
ENSG00000198715.13	GLMP
ENSG00000189030.9	VHLL
ENSG00000163468.15	CCT3
ENSG00000163467.11	TSACC
ENSG00000132677.13	RHBG
ENSG00000125462.17	C1orf61
ENSG00000116604.18	MEF2D
ENSG00000183856.11	IQGAP3
ENSG00000187862.12	TTC24
ENSG00000163382.12	NAXE
ENSG00000160818.16	GPATCH4
ENSG00000132702.13	HAPLN2
ENSG00000132692.19	BCAN
ENSG00000132688.11	NES
ENSG00000143320.9	CRABP2
ENSG00000143319.16	ISG20L2
ENSG00000143303.12	RRNAD1
ENSG00000143314.12	MRPL24
ENSG00000143321.19	HDGF
ENSG00000143294.15	PRCC
ENSG00000027869.11	SH2D2A
ENSG00000198400.11	NTRK1
ENSG00000027644.5	INSRR
ENSG00000187800.13	PEAR1
ENSG00000160838.14	LRRC71
ENSG00000132694.18	ARHGEF11
ENSG00000253831.2	ETV3L
ENSG00000117036.12	ETV3
ENSG00000143297.19	FCRL5
ENSG00000163518.11	FCRL4
ENSG00000160856.21	FCRL3
ENSG00000132704.16	FCRL2
ENSG00000163534.15	FCRL1
ENSG00000073754.6	CD5L
ENSG00000183853.18	KIRREL1
ENSG00000158473.6	CD1D
ENSG00000158477.7	CD1A
ENSG00000158481.13	CD1C
ENSG00000158485.10	CD1B
ENSG00000158488.16	CD1E
ENSG00000186306.1	OR10T2
ENSG00000180708.5	OR10K2
ENSG00000173285.4	OR10K1
ENSG00000198965.4	OR10R2
ENSG00000197532.2	OR6Y1
ENSG00000186440.2	OR6P1
ENSG00000279111.2	OR10X1
ENSG00000198967.4	OR10Z1
ENSG00000163554.14	SPTA1
ENSG00000196171.3	OR6K2
ENSG00000203757.2	OR6K3
ENSG00000197403.4	OR6N1
ENSG00000180433.5	OR6K6
ENSG00000188340.2	OR6N2
ENSG00000163563.8	MNDA
ENSG00000163564.14	PYHIN1
ENSG00000163565.18	IFI16
ENSG00000163568.15	AIM2
ENSG00000162706.13	CADM3
ENSG00000213088.12	ACKR1
ENSG00000179639.10	FCER1A
ENSG00000196184.9	OR10J1
ENSG00000184155.8	OR10J5
ENSG00000132703.4	APCS
ENSG00000132693.12	CRP
ENSG00000158716.8	DUSP23
ENSG00000181036.14	FCRL6
ENSG00000158714.11	SLAMF8
ENSG00000256029.6	AL590560.1
ENSG00000243284.1	VSIG8
ENSG00000213085.10	CFAP45
ENSG00000158710.14	TAGLN2
ENSG00000085552.17	IGSF9
ENSG00000162723.10	SLAMF9
ENSG00000177807.10	KCNJ10
ENSG00000143315.7	PIGM
ENSG00000162728.5	KCNJ9
ENSG00000162729.14	IGSF8
ENSG00000018625.14	ATP1A2
ENSG00000132681.16	ATP1A4
ENSG00000143318.13	CASQ1
ENSG00000162734.12	PEA15
ENSG00000132716.18	DCAF8
ENSG00000258465.8	AL139011.2
ENSG00000162735.18	PEX19
ENSG00000122218.16	COPA
ENSG00000162736.17	NCSTN
ENSG00000171786.6	NHLH1
ENSG00000162738.6	VANGL2
ENSG00000162739.14	SLAMF6
ENSG00000066294.14	CD84
ENSG00000117090.15	SLAMF1
ENSG00000117091.10	CD48
ENSG00000026751.17	SLAMF7
ENSG00000122224.18	LY9
ENSG00000122223.13	CD244
ENSG00000179914.5	ITLN1
ENSG00000158764.7	ITLN2
ENSG00000158769.18	F11R
ENSG00000270149.5	AL591806.3
ENSG00000215845.11	TSTD1
ENSG00000158773.14	USF1
ENSG00000186517.14	ARHGAP30
ENSG00000143217.9	NECTIN4
ENSG00000162755.14	KLHDC9
ENSG00000143256.5	PFDN2
ENSG00000158793.14	NIT1
ENSG00000158796.17	DEDD
ENSG00000143222.12	UFC1
ENSG00000143258.16	USP21
ENSG00000143224.18	PPOX
ENSG00000158850.15	B4GALT3
ENSG00000158859.10	ADAMTS4
ENSG00000158864.12	NDUFS2
ENSG00000158869.11	FCER1G
ENSG00000158874.11	APOA2
ENSG00000158882.15	TOMM40L
ENSG00000143257.11	NR1I3
ENSG00000248485.2	PCP4L1
ENSG00000158887.16	MPZ
ENSG00000143252.14	SDHC
ENSG00000188931.3	CFAP126
ENSG00000143226.13	FCGR2A
ENSG00000173110.8	HSPA6
ENSG00000203747.11	FCGR3A
ENSG00000162747.11	FCGR3B
ENSG00000072694.20	FCGR2B
ENSG00000132185.16	FCRLA
ENSG00000162746.14	FCRLB
ENSG00000081721.11	DUSP12
ENSG00000118217.6	ATF6
ENSG00000162745.10	OLFML2B
ENSG00000198929.13	NOS1AP
ENSG00000254706.3	AL512785.2
ENSG00000171722.12	SPATA46
ENSG00000239887.6	C1orf226
ENSG00000198574.6	SH2D1B
ENSG00000152332.16	UHMK1
ENSG00000117143.13	UAP1
ENSG00000162733.18	DDR2
ENSG00000132196.14	HSD17B7
ENSG00000185860.13	CCDC190
ENSG00000117152.13	RGS4
ENSG00000143248.13	RGS5
ENSG00000143228.13	NUF2
ENSG00000185630.18	PBX1
ENSG00000162761.14	LMX1A
ENSG00000143171.13	RXRG
ENSG00000162763.3	LRRC52
ENSG00000143198.13	MGST3
ENSG00000143149.12	ALDH9A1
ENSG00000143183.16	TMCO1
ENSG00000143179.16	UCK2
ENSG00000188859.6	FAM78B
ENSG00000143157.11	POGK
ENSG00000152382.6	TADA1
ENSG00000143195.13	ILDR2
ENSG00000143194.13	MAEL
ENSG00000143167.12	GPA33
ENSG00000198842.9	DUSP27
ENSG00000143190.23	POU2F1
ENSG00000198821.10	CD247
ENSG00000143162.9	CREG1
ENSG00000198771.11	RCSD1
ENSG00000197965.12	MPZL1
ENSG00000143199.17	ADCY10
ENSG00000143158.11	MPC2
ENSG00000143164.15	DCAF6
ENSG00000143147.14	GPR161
ENSG00000143155.13	TIPRL
ENSG00000213064.10	SFT2D2
ENSG00000143178.13	TBX19
ENSG00000143185.4	XCL2
ENSG00000143184.5	XCL1
ENSG00000143196.5	DPT
ENSG00000143153.12	ATP1B1
ENSG00000143156.14	NME7
ENSG00000117475.14	BLZF1
ENSG00000117477.12	CCDC181
ENSG00000117479.15	SLC19A2
ENSG00000198734.11	F5
ENSG00000174175.17	SELP
ENSG00000000460.17	C1orf112
ENSG00000188404.9	SELL
ENSG00000007908.16	SELE
ENSG00000171806.12	METTL18
ENSG00000000457.14	SCYL3
ENSG00000075945.13	KIFAP3
ENSG00000203740.3	METTL11B
ENSG00000120370.12	GORAB
ENSG00000116132.12	PRRX1
ENSG00000117501.14	MROH9
ENSG00000007933.13	FMO3
ENSG00000094963.14	FMO2
ENSG00000010932.17	FMO1
ENSG00000076258.10	FMO4
ENSG00000117523.16	PRRC2C
ENSG00000283683.1	MYOCOS
ENSG00000034971.17	MYOC
ENSG00000117533.15	VAMP4
ENSG00000010165.20	EEF1AKNMT
ENSG00000197959.14	DNM3
ENSG00000135845.10	PIGC
ENSG00000180999.11	C1orf105
ENSG00000094975.14	SUCO
ENSG00000117560.8	FASLG
ENSG00000120337.8	TNFSF18
ENSG00000117586.11	TNFSF4
ENSG00000117592.9	PRDX6
ENSG00000162753.13	SLC9C2
ENSG00000285777.1	AL139142.2
ENSG00000183831.6	ANKRD45
ENSG00000232113.3	TEX50
ENSG00000076321.11	KLHL20
ENSG00000120334.15	CENPL
ENSG00000117593.12	DARS2
ENSG00000185278.15	ZBTB37
ENSG00000117601.13	SERPINC1
ENSG00000135870.11	RC3H1
ENSG00000152061.23	RABGAP1L
ENSG00000203737.4	GPR52
ENSG00000116161.17	CACYBP
ENSG00000120333.4	MRPS14
ENSG00000120332.15	TNN
ENSG00000235750.10	KIAA0040
ENSG00000116147.17	TNR
ENSG00000143207.21	COP1
ENSG00000116183.11	PAPPA2
ENSG00000152092.16	ASTN1
ENSG00000198797.7	BRINP2
ENSG00000120341.18	SEC16B
ENSG00000075391.16	RASAL2
ENSG00000188585.9	CLEC20A
ENSG00000240021.10	TEX35
ENSG00000116191.17	RALGPS2
ENSG00000116194.13	ANGPTL1
ENSG00000116199.12	FAM20B
ENSG00000186283.14	TOR3A
ENSG00000143322.21	ABL2
ENSG00000057252.13	SOAT1
ENSG00000162779.22	AXDND1
ENSG00000116218.12	NPHS2
ENSG00000162782.16	TDRD5
ENSG00000143340.6	FAM163A
ENSG00000169905.12	TOR1AIP2
ENSG00000143337.18	TOR1AIP1
ENSG00000135837.16	CEP350
ENSG00000116260.17	QSOX1
ENSG00000121454.6	LHX4
ENSG00000230124.8	ACBD6
ENSG00000143324.13	XPR1
ENSG00000135835.12	KIAA1614
ENSG00000135823.14	STX6
ENSG00000153029.14	MR1
ENSG00000162783.10	IER5
ENSG00000198216.12	CACNA1E
ENSG00000179930.5	ZNF648
ENSG00000135821.18	GLUL
ENSG00000203730.2	TEDDM1
ENSG00000121446.20	RGSL1
ENSG00000135828.11	RNASEL
ENSG00000143333.7	RGS16
ENSG00000135824.12	RGS8
ENSG00000135838.13	NPL
ENSG00000135829.17	DHX9
ENSG00000157060.16	SHCBP1L
ENSG00000135862.6	LAMC1
ENSG00000058085.14	LAMC2
ENSG00000157064.11	NMNAT2
ENSG00000116698.21	SMG7
ENSG00000116701.14	NCF2
ENSG00000162704.16	ARPC5
ENSG00000143344.15	RGL1
ENSG00000173627.8	APOBEC4
ENSG00000198756.12	COLGALT2
ENSG00000198860.12	TSEN15
ENSG00000116667.14	C1orf21
ENSG00000116406.19	EDEM3
ENSG00000135842.17	FAM129A
ENSG00000121481.11	RNF2
ENSG00000121486.12	TRMT1L
ENSG00000116668.13	SWT1
ENSG00000116679.16	IVNS1ABP
ENSG00000143341.12	HMCN1
ENSG00000116690.12	PRG4
ENSG00000047410.14	TPR
ENSG00000157181.16	ODR4
ENSG00000262180.2	OCLM
ENSG00000116703.13	PDC
ENSG00000073756.12	PTGS2
ENSG00000116711.10	PLA2G4A
ENSG00000162670.11	BRINP3
ENSG00000150681.10	RGS18
ENSG00000253148.1	RGS21
